Inflections: 636 forms
Lemma	Form	Analysis (UniMorph)
kewtin	ne-ş-kewt-în-aye	V;PST;IPFV;SBJV;NEG;ArgNO1P;[ÎŞ]
kewtin	ne-ş-kewt-in-aye	V;PST;IPFV;SBJV;NEG;ArgNO2P;[ÎŞ]
kewtin	ne-ş-kewt-in-aye	V;PST;IPFV;SBJV;NEG;ArgNO3P;[ÎŞ]
kewtin	kewt-û-m	V;PRS;PRF;IND;ArgNO1S
kewtin	kewt-û-yt	V;PRS;PRF;IND;ArgNO2S
kewtin	kewt-uw-e	V;PRS;PRF;IND;ArgNO3S
kewtin	kewt-û-yn	V;PRS;PRF;IND;ArgNO1P
kewtin	kewt-û-n	V;PRS;PRF;IND;ArgNO2P
kewtin	kewt-û-n	V;PRS;PRF;IND;ArgNO3P
kewtin	kewt-û-ş-im	V;PRS;PRF;IND;ArgNO1S;[ÎŞ]
kewtin	kewt-û-ş-ît	V;PRS;PRF;IND;ArgNO2S;[ÎŞ]
kewtin	kewt-û-ş-e	V;PRS;PRF;IND;ArgNO3S;[ÎŞ]
kewtin	kewt-û-ş-în	V;PRS;PRF;IND;ArgNO1P;[ÎŞ]
kewtin	kewt-û-ş-in	V;PRS;PRF;IND;ArgNO2P;[ÎŞ]
kewtin	kewt-û-ş-in	V;PRS;PRF;IND;ArgNO3P;[ÎŞ]
kewtin	ne-kewt-û-m	V;PRS;PRF;IND;NEG;ArgNO1S
kewtin	ne-kewt-û-yt	V;PRS;PRF;IND;NEG;ArgNO2S
kewtin	ne-kewt-uw-e	V;PRS;PRF;IND;NEG;ArgNO3S
kewtin	ne-kewt-û-yn	V;PRS;PRF;IND;NEG;ArgNO1P
kewtin	ne-kewt-û-n	V;PRS;PRF;IND;NEG;ArgNO2P
kewtin	ne-kewt-û-n	V;PRS;PRF;IND;NEG;ArgNO3P
kewtin	ne-ş-kewt-û-m	V;PRS;PRF;IND;NEG;ArgNO1S;[ÎŞ]
kewtin	ne-ş-kewt-û-yt	V;PRS;PRF;IND;NEG;ArgNO2S;[ÎŞ]
kewtin	ne-ş-kewt-uw-e	V;PRS;PRF;IND;NEG;ArgNO3S;[ÎŞ]
kewtin	ne-ş-kewt-û-yn	V;PRS;PRF;IND;NEG;ArgNO1P;[ÎŞ]
kewtin	ne-ş-kewt-û-n	V;PRS;PRF;IND;NEG;ArgNO2P;[ÎŞ]
kewtin	ne-ş-kewt-û-n	V;PRS;PRF;IND;NEG;ArgNO3P;[ÎŞ]
kewtin	kewt-ibêt-im	V;PRS;PRF;SBJV;ArgNO1S
kewtin	kewt-ibêt-ît	V;PRS;PRF;SBJV;ArgNO2S
kewtin	kewt-ibêt	V;PRS;PRF;SBJV;ArgNO3S
kewtin	kewt-ibêt-în	V;PRS;PRF;SBJV;ArgNO1P
kewtin	kewt-ibêt-in	V;PRS;PRF;SBJV;ArgNO2P
kewtin	kewt-ibêt-in	V;PRS;PRF;SBJV;ArgNO3P
kewtin	kewt-ibêt-îş-im	V;PRS;PRF;SBJV;ArgNO1S;[ÎŞ]
kewtin	kewt-ibêt-îş-ît	V;PRS;PRF;SBJV;ArgNO2S;[ÎŞ]
kewtin	kewt-ibêt-îş	V;PRS;PRF;SBJV;ArgNO3S;[ÎŞ]
kewtin	kewt-ibêt-îş-în	V;PRS;PRF;SBJV;ArgNO1P;[ÎŞ]
kewtin	kewt-ibêt-îş-in	V;PRS;PRF;SBJV;ArgNO2P;[ÎŞ]
kewtin	kewt-ibêt-îş-in	V;PRS;PRF;SBJV;ArgNO3P;[ÎŞ]
kewtin	kewt-ibû-m	V;PST;PRF;IND;ArgNO1S
kewtin	kewt-ibû-yt	V;PST;PRF;IND;ArgNO2S
kewtin	kewt-ibû	V;PST;PRF;IND;ArgNO3S
kewtin	kewt-ibû-yn	V;PST;PRF;IND;ArgNO1P
kewtin	kewt-ibû-n	V;PST;PRF;IND;ArgNO2P
kewtin	kewt-ibû-n	V;PST;PRF;IND;ArgNO3P
kewtin	kewt-ibû-ş-im	V;PST;PRF;IND;ArgNO1S;[ÎŞ]
kewtin	kewt-ibû-ş-ît	V;PST;PRF;IND;ArgNO2S;[ÎŞ]
kewtin	kewt-ibû-ş	V;PST;PRF;IND;ArgNO3S;[ÎŞ]
kewtin	kewt-ibû-ş-în	V;PST;PRF;IND;ArgNO1P;[ÎŞ]
kewtin	kewt-ibû-ş-in	V;PST;PRF;IND;ArgNO2P;[ÎŞ]
kewtin	kewt-ibû-ş-in	V;PST;PRF;IND;ArgNO3P;[ÎŞ]
kewtin	kewt-ibû-m-aye	V;PST;PRF;SBJV;ArgNO1S
kewtin	kewt-ibû-yt-aye	V;PST;PRF;SBJV;ArgNO2S
kewtin	kewt-ibuw-aye	V;PST;PRF;SBJV;ArgNO3S
kewtin	kewt-ibû-yn-aye	V;PST;PRF;SBJV;ArgNO1P
kewtin	kewt-ibû-n-aye	V;PST;PRF;SBJV;ArgNO2P
kewtin	kewt-ibû-n-aye	V;PST;PRF;SBJV;ArgNO3P
kewtin	kewt-ibû-ş-im-aye	V;PST;PRF;SBJV;ArgNO1S;[ÎŞ]
kewtin	kewt-ibû-ş-ît-aye	V;PST;PRF;SBJV;ArgNO2S;[ÎŞ]
kewtin	kewt-ibû-ş-aye	V;PST;PRF;SBJV;ArgNO3S;[ÎŞ]
kewtin	kewt-ibû-ş-în-aye	V;PST;PRF;SBJV;ArgNO1P;[ÎŞ]
kewtin	kewt-ibû-ş-in-aye	V;PST;PRF;SBJV;ArgNO2P;[ÎŞ]
kewtin	kewt-ibû-ş-in-aye	V;PST;PRF;SBJV;ArgNO3P;[ÎŞ]
kewtin	de-kew-im-ewe	V;PRS;IND;ArgNO1S;[EWE]
kewtin	de-kew-im-e	V;PRS;IND;ArgNO1S;[E]
kewtin	de-kew-ît-ewe	V;PRS;IND;ArgNO2S;[EWE]
kewtin	de-kew-ît-e	V;PRS;IND;ArgNO2S;[E]
kewtin	de-kew-êt-ewe	V;PRS;IND;ArgNO3S;[EWE]
kewtin	de-kew-êt-e	V;PRS;IND;ArgNO3S;[E]
kewtin	de-kew-în-ewe	V;PRS;IND;ArgNO1P;[EWE]
kewtin	de-kew-în-e	V;PRS;IND;ArgNO1P;[E]
kewtin	de-kew-in-ewe	V;PRS;IND;ArgNO2P;[EWE]
kewtin	de-kew-in-e	V;PRS;IND;ArgNO2P;[E]
kewtin	de-kew-in-ewe	V;PRS;IND;ArgNO3P;[EWE]
kewtin	de-kew-in-e	V;PRS;IND;ArgNO3P;[E]
kewtin	de-ş-kew-im-ewe	V;PRS;IND;ArgNO1S;[ÎŞ];[EWE]
kewtin	de-ş-kew-im-e	V;PRS;IND;ArgNO1S;[ÎŞ];[E]
kewtin	de-ş-kew-ît-ewe	V;PRS;IND;ArgNO2S;[ÎŞ];[EWE]
kewtin	de-ş-kew-ît-e	V;PRS;IND;ArgNO2S;[ÎŞ];[E]
kewtin	de-ş-kew-êt-ewe	V;PRS;IND;ArgNO3S;[ÎŞ];[EWE]
kewtin	de-ş-kew-êt-e	V;PRS;IND;ArgNO3S;[ÎŞ];[E]
kewtin	de-ş-kew-în-ewe	V;PRS;IND;ArgNO1P;[ÎŞ];[EWE]
kewtin	de-ş-kew-în-e	V;PRS;IND;ArgNO1P;[ÎŞ];[E]
kewtin	de-ş-kew-in-ewe	V;PRS;IND;ArgNO2P;[ÎŞ];[EWE]
kewtin	de-ş-kew-in-e	V;PRS;IND;ArgNO2P;[ÎŞ];[E]
kewtin	de-ş-kew-in-ewe	V;PRS;IND;ArgNO3P;[ÎŞ];[EWE]
kewtin	de-ş-kew-in-e	V;PRS;IND;ArgNO3P;[ÎŞ];[E]
kewtin	na-kew-im-ewe	V;PRS;IND;NEG;ArgNO1S;[EWE]
kewtin	na-kew-im-e	V;PRS;IND;NEG;ArgNO1S;[E]
kewtin	na-kew-ît-ewe	V;PRS;IND;NEG;ArgNO2S;[EWE]
kewtin	na-kew-ît-e	V;PRS;IND;NEG;ArgNO2S;[E]
kewtin	na-kew-êt-ewe	V;PRS;IND;NEG;ArgNO3S;[EWE]
kewtin	na-kew-êt-e	V;PRS;IND;NEG;ArgNO3S;[E]
kewtin	na-kew-în-ewe	V;PRS;IND;NEG;ArgNO1P;[EWE]
kewtin	na-kew-în-e	V;PRS;IND;NEG;ArgNO1P;[E]
kewtin	na-kew-in-ewe	V;PRS;IND;NEG;ArgNO2P;[EWE]
kewtin	na-kew-in-e	V;PRS;IND;NEG;ArgNO2P;[E]
kewtin	na-kew-in-ewe	V;PRS;IND;NEG;ArgNO3P;[EWE]
kewtin	na-kew-in-e	V;PRS;IND;NEG;ArgNO3P;[E]
kewtin	na-ş-kew-im-ewe	V;PRS;IND;NEG;ArgNO1S;[ÎŞ];[EWE]
kewtin	na-ş-kew-im-e	V;PRS;IND;NEG;ArgNO1S;[ÎŞ];[E]
kewtin	na-ş-kew-ît-ewe	V;PRS;IND;NEG;ArgNO2S;[ÎŞ];[EWE]
kewtin	na-ş-kew-ît-e	V;PRS;IND;NEG;ArgNO2S;[ÎŞ];[E]
kewtin	na-ş-kew-êt-ewe	V;PRS;IND;NEG;ArgNO3S;[ÎŞ];[EWE]
kewtin	na-ş-kew-êt-e	V;PRS;IND;NEG;ArgNO3S;[ÎŞ];[E]
kewtin	na-ş-kew-în-ewe	V;PRS;IND;NEG;ArgNO1P;[ÎŞ];[EWE]
kewtin	na-ş-kew-în-e	V;PRS;IND;NEG;ArgNO1P;[ÎŞ];[E]
kewtin	na-ş-kew-in-ewe	V;PRS;IND;NEG;ArgNO2P;[ÎŞ];[EWE]
kewtin	na-ş-kew-in-e	V;PRS;IND;NEG;ArgNO2P;[ÎŞ];[E]
kewtin	na-ş-kew-in-ewe	V;PRS;IND;NEG;ArgNO3P;[ÎŞ];[EWE]
kewtin	na-ş-kew-in-e	V;PRS;IND;NEG;ArgNO3P;[ÎŞ];[E]
kewtin	bi-kew-im-ewe	V;PRS;SBJV;ArgNO1S;[EWE]
kewtin	bi-kew-im-e	V;PRS;SBJV;ArgNO1S;[E]
kewtin	bi-kew-ît-ewe	V;PRS;SBJV;ArgNO2S;[EWE]
kewtin	bi-kew-ît-e	V;PRS;SBJV;ArgNO2S;[E]
kewtin	bi-kew-êt-ewe	V;PRS;SBJV;ArgNO3S;[EWE]
kewtin	bi-kew-êt-e	V;PRS;SBJV;ArgNO3S;[E]
kewtin	bi-kew-în-ewe	V;PRS;SBJV;ArgNO1P;[EWE]
kewtin	bi-kew-în-e	V;PRS;SBJV;ArgNO1P;[E]
kewtin	bi-kew-in-ewe	V;PRS;SBJV;ArgNO2P;[EWE]
kewtin	bi-kew-in-e	V;PRS;SBJV;ArgNO2P;[E]
kewtin	bi-kew-in-ewe	V;PRS;SBJV;ArgNO3P;[EWE]
kewtin	bi-kew-in-e	V;PRS;SBJV;ArgNO3P;[E]
kewtin	bi-ş-kew-im-ewe	V;PRS;SBJV;ArgNO1S;[ÎŞ];[EWE]
kewtin	bi-ş-kew-im-e	V;PRS;SBJV;ArgNO1S;[ÎŞ];[E]
kewtin	bi-ş-kew-ît-ewe	V;PRS;SBJV;ArgNO2S;[ÎŞ];[EWE]
kewtin	bi-ş-kew-ît-e	V;PRS;SBJV;ArgNO2S;[ÎŞ];[E]
kewtin	bi-ş-kew-êt-ewe	V;PRS;SBJV;ArgNO3S;[ÎŞ];[EWE]
kewtin	bi-ş-kew-êt-e	V;PRS;SBJV;ArgNO3S;[ÎŞ];[E]
kewtin	bi-ş-kew-în-ewe	V;PRS;SBJV;ArgNO1P;[ÎŞ];[EWE]
kewtin	bi-ş-kew-în-e	V;PRS;SBJV;ArgNO1P;[ÎŞ];[E]
kewtin	bi-ş-kew-in-ewe	V;PRS;SBJV;ArgNO2P;[ÎŞ];[EWE]
kewtin	bi-ş-kew-in-e	V;PRS;SBJV;ArgNO2P;[ÎŞ];[E]
kewtin	bi-ş-kew-in-ewe	V;PRS;SBJV;ArgNO3P;[ÎŞ];[EWE]
kewtin	bi-ş-kew-in-e	V;PRS;SBJV;ArgNO3P;[ÎŞ];[E]
kewtin	ne-kew-im-ewe	V;PRS;SBJV;NEG;ArgNO1S;[EWE]
kewtin	ne-kew-im-e	V;PRS;SBJV;NEG;ArgNO1S;[E]
kewtin	ne-kew-ît-ewe	V;PRS;SBJV;NEG;ArgNO2S;[EWE]
kewtin	ne-kew-ît-e	V;PRS;SBJV;NEG;ArgNO2S;[E]
kewtin	ne-kew-êt-ewe	V;PRS;SBJV;NEG;ArgNO3S;[EWE]
kewtin	ne-kew-êt-e	V;PRS;SBJV;NEG;ArgNO3S;[E]
kewtin	ne-kew-în-ewe	V;PRS;SBJV;NEG;ArgNO1P;[EWE]
kewtin	ne-kew-în-e	V;PRS;SBJV;NEG;ArgNO1P;[E]
kewtin	ne-kew-in-ewe	V;PRS;SBJV;NEG;ArgNO2P;[EWE]
kewtin	ne-kew-in-e	V;PRS;SBJV;NEG;ArgNO2P;[E]
kewtin	ne-kew-in-ewe	V;PRS;SBJV;NEG;ArgNO3P;[EWE]
kewtin	ne-kew-in-e	V;PRS;SBJV;NEG;ArgNO3P;[E]
kewtin	ne-ş-kew-im-ewe	V;PRS;SBJV;NEG;ArgNO1S;[ÎŞ];[EWE]
kewtin	ne-ş-kew-im-e	V;PRS;SBJV;NEG;ArgNO1S;[ÎŞ];[E]
kewtin	ne-ş-kew-ît-ewe	V;PRS;SBJV;NEG;ArgNO2S;[ÎŞ];[EWE]
kewtin	ne-ş-kew-ît-e	V;PRS;SBJV;NEG;ArgNO2S;[ÎŞ];[E]
kewtin	ne-ş-kew-êt-ewe	V;PRS;SBJV;NEG;ArgNO3S;[ÎŞ];[EWE]
kewtin	ne-ş-kew-êt-e	V;PRS;SBJV;NEG;ArgNO3S;[ÎŞ];[E]
kewtin	ne-ş-kew-în-ewe	V;PRS;SBJV;NEG;ArgNO1P;[ÎŞ];[EWE]
kewtin	ne-ş-kew-în-e	V;PRS;SBJV;NEG;ArgNO1P;[ÎŞ];[E]
kewtin	ne-ş-kew-in-ewe	V;PRS;SBJV;NEG;ArgNO2P;[ÎŞ];[EWE]
kewtin	ne-ş-kew-in-e	V;PRS;SBJV;NEG;ArgNO2P;[ÎŞ];[E]
kewtin	ne-ş-kew-in-ewe	V;PRS;SBJV;NEG;ArgNO3P;[ÎŞ];[EWE]
kewtin	ne-ş-kew-in-e	V;PRS;SBJV;NEG;ArgNO3P;[ÎŞ];[E]
kewtin	bi-kew-e-rewe	V;IMP;ArgNO2S;[EWE]
kewtin	bi-kew-e-re	V;IMP;ArgNO2S;[E]
kewtin	bi-kew-in-ewe	V;IMP;ArgNO2P;[EWE]
kewtin	bi-kew-in-e	V;IMP;ArgNO2P;[E]
kewtin	bi-ş-kew-e-rewe	V;IMP;ArgNO2S;[ÎŞ];[EWE]
kewtin	bi-ş-kew-e-re	V;IMP;ArgNO2S;[ÎŞ];[E]
kewtin	bi-ş-kew-in-ewe	V;IMP;ArgNO2P;[ÎŞ];[EWE]
kewtin	bi-ş-kew-in-e	V;IMP;ArgNO2P;[ÎŞ];[E]
kewtin	me-kew-e-rewe	V;IMP;NEG;ArgNO2S;[EWE]
kewtin	me-kew-e-re	V;IMP;NEG;ArgNO2S;[E]
kewtin	me-kew-in-ewe	V;IMP;NEG;ArgNO2P;[EWE]
kewtin	me-kew-in-e	V;IMP;NEG;ArgNO2P;[E]
kewtin	me-ş-kew-e-rewe	V;IMP;NEG;ArgNO2S;[ÎŞ];[EWE]
kewtin	me-ş-kew-e-re	V;IMP;NEG;ArgNO2S;[ÎŞ];[E]
kewtin	me-ş-kew-in-ewe	V;IMP;NEG;ArgNO2P;[ÎŞ];[EWE]
