Count: 3032 Words
Lemma	Form	Analysis
dar	dar-îş-î-da-n	N;[ÎŞ];PSS3S;[DA];[COP2P]
dar	dar-îş-î-da-n	N;[ÎŞ];PSS3S;[DA];[COP3P]
dar	dar-îş-î-yewe	N;[ÎŞ];PSS3S;[EWE]
dar	dar-îş-î-yewe-m	N;[ÎŞ];PSS3S;[EWE];[COP1S]
dar	dar-îş-î-yewe-yt	N;[ÎŞ];PSS3S;[EWE];[COP2S]
dar	dar-îş-î-yewe-ye	N;[ÎŞ];PSS3S;[EWE];[COP3S]
dar	dar-îş-î-yewe-yn	N;[ÎŞ];PSS3S;[EWE];[COP1P]
dar	dar-îş-î-yewe-n	N;[ÎŞ];PSS3S;[EWE];[COP2P]
dar	dar-îş-î-yewe-n	N;[ÎŞ];PSS3S;[EWE];[COP3P]
dar	dar-îş-man	N;[ÎŞ];PSS1P
dar	dar-îş-man-im	N;[ÎŞ];PSS1P;[COP1S]
dar	dar-îş-man-ît	N;[ÎŞ];PSS1P;[COP2S]
dar	dar-îş-man-e	N;[ÎŞ];PSS1P;[COP3S]
dar	dar-îş-man-în	N;[ÎŞ];PSS1P;[COP1P]
dar	dar-îş-man-in	N;[ÎŞ];PSS1P;[COP2P]
dar	dar-îş-man-in	N;[ÎŞ];PSS1P;[COP3P]
dar	dar-îş-man-da	N;[ÎŞ];PSS1P;[DA]
dar	dar-îş-man-da-m	N;[ÎŞ];PSS1P;[DA];[COP1S]
dar	dar-îş-man-da-yt	N;[ÎŞ];PSS1P;[DA];[COP2S]
dar	dar-îş-man-da-ye	N;[ÎŞ];PSS1P;[DA];[COP3S]
dar	dar-îş-man-da-yn	N;[ÎŞ];PSS1P;[DA];[COP1P]
dar	dar-îş-man-da-n	N;[ÎŞ];PSS1P;[DA];[COP2P]
dar	dar-îş-man-da-n	N;[ÎŞ];PSS1P;[DA];[COP3P]
dar	dar-îş-man-ewe	N;[ÎŞ];PSS1P;[EWE]
dar	dar-îş-man-ewe-m	N;[ÎŞ];PSS1P;[EWE];[COP1S]
dar	dar-îş-man-ewe-yt	N;[ÎŞ];PSS1P;[EWE];[COP2S]
dar	dar-îş-man-ewe-ye	N;[ÎŞ];PSS1P;[EWE];[COP3S]
dar	dar-îş-man-ewe-yn	N;[ÎŞ];PSS1P;[EWE];[COP1P]
dar	dar-îş-man-ewe-n	N;[ÎŞ];PSS1P;[EWE];[COP2P]
dar	dar-îş-man-ewe-n	N;[ÎŞ];PSS1P;[EWE];[COP3P]
dar	dar-îş-tan	N;[ÎŞ];PSS2P
dar	dar-îş-tan-im	N;[ÎŞ];PSS2P;[COP1S]
dar	dar-îş-tan-ît	N;[ÎŞ];PSS2P;[COP2S]
dar	dar-îş-tan-e	N;[ÎŞ];PSS2P;[COP3S]
dar	dar-îş-tan-în	N;[ÎŞ];PSS2P;[COP1P]
dar	dar-îş-tan-in	N;[ÎŞ];PSS2P;[COP2P]
dar	dar-îş-tan-in	N;[ÎŞ];PSS2P;[COP3P]
dar	dar-îş-tan-da	N;[ÎŞ];PSS2P;[DA]
dar	dar-îş-tan-da-m	N;[ÎŞ];PSS2P;[DA];[COP1S]
dar	dar-îş-tan-da-yt	N;[ÎŞ];PSS2P;[DA];[COP2S]
dar	dar-îş-tan-da-ye	N;[ÎŞ];PSS2P;[DA];[COP3S]
dar	dar-îş-tan-da-yn	N;[ÎŞ];PSS2P;[DA];[COP1P]
dar	dar-îş-tan-da-n	N;[ÎŞ];PSS2P;[DA];[COP2P]
dar	dar-îş-tan-da-n	N;[ÎŞ];PSS2P;[DA];[COP3P]
dar	dar-îş-tan-ewe	N;[ÎŞ];PSS2P;[EWE]
dar	dar-îş-tan-ewe-m	N;[ÎŞ];PSS2P;[EWE];[COP1S]
dar	dar-îş-tan-ewe-yt	N;[ÎŞ];PSS2P;[EWE];[COP2S]
dar	dar-îş-tan-ewe-ye	N;[ÎŞ];PSS2P;[EWE];[COP3S]
dar	dar-îş-tan-ewe-yn	N;[ÎŞ];PSS2P;[EWE];[COP1P]
dar	dar-îş-tan-ewe-n	N;[ÎŞ];PSS2P;[EWE];[COP2P]
dar	dar-îş-tan-ewe-n	N;[ÎŞ];PSS2P;[EWE];[COP3P]
dar	dar-îş-yan	N;[ÎŞ];PSS3P
dar	dar-îş-yan-im	N;[ÎŞ];PSS3P;[COP1S]
dar	dar-îş-yan-ît	N;[ÎŞ];PSS3P;[COP2S]
dar	dar-îş-yan-e	N;[ÎŞ];PSS3P;[COP3S]
dar	dar-îş-yan-în	N;[ÎŞ];PSS3P;[COP1P]
dar	dar-îş-yan-in	N;[ÎŞ];PSS3P;[COP2P]
dar	dar-îş-yan-in	N;[ÎŞ];PSS3P;[COP3P]
dar	dar-îş-yan-da	N;[ÎŞ];PSS3P;[DA]
dar	dar-îş-yan-da-m	N;[ÎŞ];PSS3P;[DA];[COP1S]
dar	dar-îş-yan-da-yt	N;[ÎŞ];PSS3P;[DA];[COP2S]
dar	dar-îş-yan-da-ye	N;[ÎŞ];PSS3P;[DA];[COP3S]
dar	dar-îş-yan-da-yn	N;[ÎŞ];PSS3P;[DA];[COP1P]
dar	dar-îş-yan-da-n	N;[ÎŞ];PSS3P;[DA];[COP2P]
dar	dar-îş-yan-da-n	N;[ÎŞ];PSS3P;[DA];[COP3P]
dar	dar-îş-yan-ewe	N;[ÎŞ];PSS3P;[EWE]
dar	dar-îş-yan-ewe-m	N;[ÎŞ];PSS3P;[EWE];[COP1S]
dar	dar-îş-yan-ewe-yt	N;[ÎŞ];PSS3P;[EWE];[COP2S]
dar	dar-îş-yan-ewe-ye	N;[ÎŞ];PSS3P;[EWE];[COP3S]
dar	dar-îş-yan-ewe-yn	N;[ÎŞ];PSS3P;[EWE];[COP1P]
dar	dar-îş-yan-ewe-n	N;[ÎŞ];PSS3P;[EWE];[COP2P]
dar	dar-îş-yan-ewe-n	N;[ÎŞ];PSS3P;[EWE];[COP3P]
dar	dar-eke	N;DEF
dar	dar-eke-m	N;DEF;[COP1S]
dar	dar-eke-yt	N;DEF;[COP2S]
dar	dar-eke-ye	N;DEF;[COP3S]
dar	dar-eke-yn	N;DEF;[COP1P]
dar	dar-eke-n	N;DEF;[COP2P]
dar	dar-eke-n	N;DEF;[COP3P]
dar	dar-eke-da	N;DEF;[DA]
dar	dar-eke-da-m	N;DEF;[DA];[COP1S]
dar	dar-eke-da-yt	N;DEF;[DA];[COP2S]
dar	dar-eke-da-ye	N;DEF;[DA];[COP3S]
dar	dar-eke-da-yn	N;DEF;[DA];[COP1P]
dar	dar-eke-da-n	N;DEF;[DA];[COP2P]
dar	dar-eke-da-n	N;DEF;[DA];[COP3P]
dar	dar-eke-we	N;DEF;[EWE]
dar	dar-eke-we-m	N;DEF;[EWE];[COP1S]
dar	dar-eke-we-yt	N;DEF;[EWE];[COP2S]
dar	dar-eke-we-ye	N;DEF;[EWE];[COP3S]
dar	dar-eke-we-yn	N;DEF;[EWE];[COP1P]
dar	dar-eke-we-n	N;DEF;[EWE];[COP2P]
dar	dar-eke-we-n	N;DEF;[EWE];[COP3P]
dar	dar-eke-m	N;DEF;PSS1S
dar	dar-eke-m-im	N;DEF;PSS1S;[COP1S]
dar	dar-eke-m-ît	N;DEF;PSS1S;[COP2S]
dar	dar-eke-m-e	N;DEF;PSS1S;[COP3S]
dar	dar-eke-m-în	N;DEF;PSS1S;[COP1P]
dar	dar-eke-m-in	N;DEF;PSS1S;[COP2P]
dar	dar-eke-m-in	N;DEF;PSS1S;[COP3P]
dar	dar-eke-m-da	N;DEF;PSS1S;[DA]
dar	dar-eke-m-da-m	N;DEF;PSS1S;[DA];[COP1S]
dar	dar-eke-m-da-yt	N;DEF;PSS1S;[DA];[COP2S]
dar	dar-eke-m-da-ye	N;DEF;PSS1S;[DA];[COP3S]
dar	dar-eke-m-da-yn	N;DEF;PSS1S;[DA];[COP1P]
dar	dar-eke-m-da-n	N;DEF;PSS1S;[DA];[COP2P]
dar	dar-eke-m-da-n	N;DEF;PSS1S;[DA];[COP3P]
dar	dar-eke-m-ewe	N;DEF;PSS1S;[EWE]
dar	dar-eke-m-ewe-m	N;DEF;PSS1S;[EWE];[COP1S]
dar	dar-eke-m-ewe-yt	N;DEF;PSS1S;[EWE];[COP2S]
dar	dar-eke-m-ewe-ye	N;DEF;PSS1S;[EWE];[COP3S]
dar	dar-eke-m-ewe-yn	N;DEF;PSS1S;[EWE];[COP1P]
dar	dar-eke-m-ewe-n	N;DEF;PSS1S;[EWE];[COP2P]
dar	dar-eke-m-ewe-n	N;DEF;PSS1S;[EWE];[COP3P]
dar	dar-eke-t	N;DEF;PSS2S
dar	dar-eke-t-im	N;DEF;PSS2S;[COP1S]
dar	dar-eke-t-ît	N;DEF;PSS2S;[COP2S]
dar	dar-eke-t-e	N;DEF;PSS2S;[COP3S]
dar	dar-eke-t-în	N;DEF;PSS2S;[COP1P]
dar	dar-eke-t-in	N;DEF;PSS2S;[COP2P]
dar	dar-eke-t-in	N;DEF;PSS2S;[COP3P]
dar	dar-eke-t-da	N;DEF;PSS2S;[DA]
dar	dar-eke-t-da-m	N;DEF;PSS2S;[DA];[COP1S]
dar	dar-eke-t-da-yt	N;DEF;PSS2S;[DA];[COP2S]
dar	dar-eke-t-da-ye	N;DEF;PSS2S;[DA];[COP3S]
dar	dar-eke-t-da-yn	N;DEF;PSS2S;[DA];[COP1P]
dar	dar-eke-t-da-n	N;DEF;PSS2S;[DA];[COP2P]
dar	dar-eke-t-da-n	N;DEF;PSS2S;[DA];[COP3P]
dar	dar-eke-t-ewe	N;DEF;PSS2S;[EWE]
dar	dar-eke-t-ewe-m	N;DEF;PSS2S;[EWE];[COP1S]
dar	dar-eke-t-ewe-yt	N;DEF;PSS2S;[EWE];[COP2S]
dar	dar-eke-t-ewe-ye	N;DEF;PSS2S;[EWE];[COP3S]
dar	dar-eke-t-ewe-yn	N;DEF;PSS2S;[EWE];[COP1P]
dar	dar-eke-t-ewe-n	N;DEF;PSS2S;[EWE];[COP2P]
dar	dar-eke-t-ewe-n	N;DEF;PSS2S;[EWE];[COP3P]
dar	dar-eke-y	N;DEF;PSS3S
dar	dar-eke-y-im	N;DEF;PSS3S;[COP1S]
dar	dar-eke-y-ît	N;DEF;PSS3S;[COP2S]
dar	dar-eke-ye-tî	N;DEF;PSS3S;[COP3S]
dar	dar-eke-y-în	N;DEF;PSS3S;[COP1P]
dar	dar-eke-y-in	N;DEF;PSS3S;[COP2P]
dar	dar-eke-y-in	N;DEF;PSS3S;[COP3P]
dar	dar-eke-y-da	N;DEF;PSS3S;[DA]
dar	dar-eke-y-da-m	N;DEF;PSS3S;[DA];[COP1S]
dar	dar-eke-y-da-yt	N;DEF;PSS3S;[DA];[COP2S]
dar	dar-eke-y-da-ye	N;DEF;PSS3S;[DA];[COP3S]
dar	dar-eke-y-da-yn	N;DEF;PSS3S;[DA];[COP1P]
dar	dar-eke-y-da-n	N;DEF;PSS3S;[DA];[COP2P]
dar	dar-eke-y-da-n	N;DEF;PSS3S;[DA];[COP3P]
dar	dar-eke-y-ewe	N;DEF;PSS3S;[EWE]
dar	dar-eke-y-ewe-m	N;DEF;PSS3S;[EWE];[COP1S]
dar	dar-eke-y-ewe-yt	N;DEF;PSS3S;[EWE];[COP2S]
dar	dar-eke-y-ewe-ye	N;DEF;PSS3S;[EWE];[COP3S]
dar	dar-eke-y-ewe-yn	N;DEF;PSS3S;[EWE];[COP1P]
dar	dar-eke-y-ewe-n	N;DEF;PSS3S;[EWE];[COP2P]
dar	dar-eke-y-ewe-n	N;DEF;PSS3S;[EWE];[COP3P]
dar	dar-eke-man	N;DEF;PSS1P
dar	dar-eke-man-im	N;DEF;PSS1P;[COP1S]
dar	dar-eke-man-ît	N;DEF;PSS1P;[COP2S]
dar	dar-eke-man-e	N;DEF;PSS1P;[COP3S]
dar	dar-eke-man-în	N;DEF;PSS1P;[COP1P]
dar	dar-eke-man-in	N;DEF;PSS1P;[COP2P]
dar	dar-eke-man-in	N;DEF;PSS1P;[COP3P]
dar	dar-eke-man-da	N;DEF;PSS1P;[DA]
dar	dar-eke-man-da-m	N;DEF;PSS1P;[DA];[COP1S]
dar	dar-eke-man-da-yt	N;DEF;PSS1P;[DA];[COP2S]
dar	dar-eke-man-da-ye	N;DEF;PSS1P;[DA];[COP3S]
dar	dar-eke-man-da-yn	N;DEF;PSS1P;[DA];[COP1P]
dar	dar-eke-man-da-n	N;DEF;PSS1P;[DA];[COP2P]
dar	dar-eke-man-da-n	N;DEF;PSS1P;[DA];[COP3P]
dar	dar-eke-man-ewe	N;DEF;PSS1P;[EWE]
dar	dar-eke-man-ewe-m	N;DEF;PSS1P;[EWE];[COP1S]
dar	dar-eke-man-ewe-yt	N;DEF;PSS1P;[EWE];[COP2S]
dar	dar-eke-man-ewe-ye	N;DEF;PSS1P;[EWE];[COP3S]
dar	dar-eke-man-ewe-yn	N;DEF;PSS1P;[EWE];[COP1P]
dar	dar-eke-man-ewe-n	N;DEF;PSS1P;[EWE];[COP2P]
dar	dar-eke-man-ewe-n	N;DEF;PSS1P;[EWE];[COP3P]
dar	dar-eke-tan	N;DEF;PSS2P
dar	dar-eke-tan-im	N;DEF;PSS2P;[COP1S]
dar	dar-eke-tan-ît	N;DEF;PSS2P;[COP2S]
dar	dar-eke-tan-e	N;DEF;PSS2P;[COP3S]
dar	dar-eke-tan-în	N;DEF;PSS2P;[COP1P]
dar	dar-eke-tan-in	N;DEF;PSS2P;[COP2P]
dar	dar-eke-tan-in	N;DEF;PSS2P;[COP3P]
dar	dar-eke-tan-da	N;DEF;PSS2P;[DA]
dar	dar-eke-tan-da-m	N;DEF;PSS2P;[DA];[COP1S]
dar	dar-eke-tan-da-yt	N;DEF;PSS2P;[DA];[COP2S]
dar	dar-eke-tan-da-ye	N;DEF;PSS2P;[DA];[COP3S]
